,question,answer,customer,seller,time,tags
136,me fm radio ba ito,"Hi Lai, Thank you for your query. Yes, this speaker has an FM radio feature.",Lai G.,Xtreme Official,5  months ago,specification inquiry
137,kahit new costumer me shipping fee,"Hi Lai, Thank you for your query. Yes, and it depends on the area where you located. To know more about shipping fees and rates, kindly check the link below.
https://www.lazada.com.ph/helpcenter/what-are-the-shipping-fees-and-rates.html?spm=a2o4l.helpcenter.0.0.76ec68dcYg4mEn",Lai G.,Xtreme Official,5  months ago,promo inquiry
138,bakit po ng mahal ng shipping fee?,"Hi Alvin, Thank you for your query. We will check your concern. Thank you for informing us.",Alvin S.,Xtreme Official,5  months ago,"price inquiry, delivery inquiry"
139,available pa po ba  to   marami ba stiock,"Hi Enrique,  Thank you for your query. Yes, the item is available. Click on “Add To Cart” and proceed to checkout, if you’d like to purchase it.",Enrique O.,Xtreme Official,5  months ago,availability inquiry
140,"Order no two,zero,six,seven,four,two,six,seven,eirgth,three,six,six,three,zero,zero, bakit kaya na cancel ang order ko...di ko nman sya cancel .. biglq na lang nakita ko cancelled na sya...","Hi Enrique, Thank you for reaching us and we do apologize for the inconvenience. Kindly place an order again, since this unit is currently available.",enrique o.,Xtreme Official,5  months ago,service complaint
141,"wla na pala kayo stock,,kaya na cancel ang order ko,,, sana lagay nyo po na wla na stock,,,  at kelan po kayo magkakaroon ng item  ty..","Hi Enrique, Thank you for your query and we do apologize for the inconvenience. This unit is currently available. Click on “Add To Cart” and proceed to checkout, if you’d like to purchase it.",enrique o.,Xtreme Official,5  months ago,"availability inquiry, service complaint, thanking"
142,hello...pwede bha ito deliver sa negros occidental?,"Hi Vigne, Thank you for your query. Yes, Lazada can deliver in your place.",Vigne J.,Xtreme Official,5  months ago,"opening, delivery inquiry"
143,Bakit po gumagargal yung sounds parang grounded po ba yon?,"Hi Rachel, Thank you for reaching us. Kindly check the subwoofer cable connected at the back, check if it is connected properly from left to right speaker or contact our CS representative now and send us the order number of your order. Chat us here: https://www.lazada.com.ph/shop/lucky-hr/ and we could also direct you to our technical team for further assistance. Thank you.",Rachel D.,Xtreme Official,5  months ago,product complaint
144,Ilang inch po cya?,"Hi Kelvin, Thank you for your query. The Subwoofer dimension is  W170xD335xH310mm and Satellite dimension is W110xD120xH185mm.",Kelvin S.,Xtreme Official,5  months ago,specification inquiry
145,why is the shipping fee so pricey? 311 pesos for metro manila is really expensive po. i really thought it was for free as advertised by Lazada.,"Hi Ann, Thank you for your query. Kindly contact Lazada or contact our CS representative now and Chat us here: https://www.lazada.com.ph/shop/lucky-hr/. For more detailed information. Thank you.",ann v.,Xtreme Official,5  months ago,"inquiry (others), delivery inquiry"
146,gaanu po ito kalaki. pwede sa flatscreen tv,"Hi Michael, Thank you for your query. The Subwoofer dimension is  W170xD335xH310mm and Satellite dimension is W110xD120xH185mm and you can also connect it to your flat screen TV via A/V cable.",michael l.,Xtreme Official,5  months ago,specification inquiry
147,nasa cart ko bat ganun ang price kala ko 1488 eh 1796,"Hi Ebis, Thank you for your query Kindly check the delivery fee once you check it out. It may charge depends on your location. Contact our CS representative now for more detailed information. Chat us here: https://www.lazada.com.ph/shop/lucky-hr/. Thanks.",Ebis C.,Xtreme Official,5  months ago,inquiry (others)
148,and pano malalaman yung code pls pls pls i need your help,"Hi Ebis, Thank you for your query Kindly check the delivery fee once you check it out. It may charge depends on your location. Contact our CS representative now for more detailed information. Chat us here: https://www.lazada.com.ph/shop/lucky-hr/. Thanks.",Ebis C.,Xtreme Official,5  months ago,process inquiry
149,parang awa niyo na ito ba talaga price nito baka naman hindi bat ganun ang total pag add ko sa chart ko 1796,"Hi Ebis, Thank you for your query Kindly check the delivery fee once you check it out. It may charge depends on your location. Contact our CS representative now for more detailed information. Chat us here: https://www.lazada.com.ph/shop/lucky-hr/. Thanks.",Ebis C.,Xtreme Official,5  months ago,expression
150,"..,pwede po b cia kabitan ng 12 inch n speaker?","Hi Cyrus, Thank you for your query. No, not compatible with 12 inch speaker.",Cyrus C.,Xtreme Official,5  months ago,specification inquiry
151,"ilan ang watts ng subwoofer at ohms,thanx's","Hi Ebs, Thank you for your query. The Driver Output is 30w + 15Wx2, AMP Output is 25W + 10Wx2 and Input Impedance:>8K ohm.",ebs m.,Xtreme Official,5  months ago,"specification inquiry, thanking"
152,bluetooth po ba 2?,"Hi Edmel, Thank you for your query. This unit doesn't have a Bluetooth feature.",edmel o.,Xtreme Official,5  months ago,specification inquiry
153,may remote po ba to,"Hi Jmars, Thank you for your query. Yes, this unit comes with a remote control in the package.",jmars d.,Xtreme Official,5  months ago,specification inquiry
154,May bluetooth po ba to? Paano po connect thru bluetooth?,"Hi Rachel, Thank you for your query. This speaker doesn't have a Bluetooth feature.",Rachel D.,Xtreme Official,5  months ago,"specification inquiry, inquiry (others)"
155,Pwede ba ito sa tv ikabit?,"Hi Will, Thank you for your query. Yes, you can connect this speaker to your TV using A/V cable.",Will L.,Xtreme Official,5  months ago,specification inquiry
156,pwede bha sa pc to tnx,"Hi Kevin, Thank you for your query. Yes, you can connect it to your PC using A/V cable.",Kevin N.,Xtreme Official,5  months ago,"specification inquiry, thanking"
157,pwede po ba sya i direct sa dvd kahit walang amfli?,"Hi Grace, Thank you for your query. Yes, you can connect directly to the DVD without an amplifier.",Grace M.,Xtreme Official,5  months ago,specification inquiry
158,Good day poh.pwd po ba pang outdoor?then malakas po ba siya pang karaoke?,"Hi Canuto, Thank you for your query. Yes, you can it for outdoor use and also good for karaoke.",Canuto P.,Xtreme Official,5  months ago,"opening, specification inquiry"
159,dimension po ng speaker?,"Hi Eduardo, Thank you for your query. The Subwoofer dimension is  W170xD335xH310mm and Satellite dimension is W110xD120xH185mm",Eduardo L.,Xtreme Official,5  months ago,specification inquiry
160,"BAKIT MERON NG DELIVERY CHARGE NUON WALA KHIT PISO,MAHAL P NG DELIVERY CHARGE NGAUN","Hi Rinda, Thank you for your query. We will check your concern, the delivery charge may apply depends on the area where you located.",Rinda N.,Xtreme Official,5  months ago,inquiry (others)
161,pede po ito iconnect sa tv?,"Hi Mathew, Thank you for your query. Yes, you can connect this to the TV via A/V or RCA cable if your TV support Audio output.",Matthew R.,Xtreme Official,5  months ago,specification inquiry
162,Pwede poba to sa PC o wireless po?,"Hi Kingzley, Thank you for your query. You can connect this speaker to your PC via A/V cable, but doesn't have a Wireless feature.",Kingzley C.,Xtreme Official,5  months ago,specification inquiry
163,built in radio?,"Hi Rinda, Thank you for your query. This speaker has an FM feature.",Rinda N.,Xtreme Official,5  months ago,specification inquiry
164,USB and Bluetooth ready po ba ito?,"Hi Rowena, Thank you for your query. This speaker is USB ready, but doesn't have a Bluetooth feature.",Rowena A.,Xtreme Official,5  months ago,specification inquiry
165,Can I connect this to XT-806BT Amplifier? Please advise. Thanks.,"Hi Therese, Thank you for your query. No , not compatible with amplifier.",Therese M.,Xtreme Official,5  months ago,"specification inquiry, thanking"
166,may AM at FM po ba?,"Hi Rutchell, Thank you for your query. This speaker has an FM feature only.",Rutchel G.,Xtreme Official,5  months ago,specification inquiry
167,May radio ba?,"Hi Milagros, Thank you for your query. Yes, this speaker has an FM Radio feature.",Milagros F.,Xtreme Official,5  months ago,specification inquiry
168,may bass at treble controls po ba to?,"Hi Leon, Thank you for your query. No, it doesn't have treble or bass control. Volume control and Mic only.",leon b.,Xtreme Official,5  months ago,specification inquiry
169,pwed po ba e conect sa tv,"Hi Paul, Thank you for your query. Yes, you can connect this to the TV via A/V or RCA cable.",Paul M.,Xtreme Official,5  months ago,specification inquiry
170,compatible po bang ikabit ito sa extreme xt913 dvd midi,"Hi Marichu, Thank you  for your query. Yes, this microphone is compatible with Xtreme XT-913 MIDI DVD player.",marichu b.,Xtreme Official,5  months ago,specification inquiry
171,order po aq,"Hi Darlyn, Thank you for your query.Just  click on “Add To Cart” and proceed to checkout, if you’d like to purchase it.",Darlyn N.,Xtreme Official,5  months ago,purchase
172,ilang days po ba bago po ma deliver ?,"Hi Darlyn, Thank you for your query. For delivery, you can expect to receive you order within Luzon   - 3-5 Days
Visayas - 5-7 Days, Mindanao- 5-7 Days Via Air / 14-15 Days Via Sea.",Darlyn N.,Xtreme Official,5  months ago,delivery inquiry
173,pno po mg order dto,"Hi Darlyn, Thank you for your query. Just click on “Add To Cart” and proceed to checkout, if you’d like to purchase it.",Darlyn N.,Xtreme Official,5  months ago,process inquiry
174,hi,"Hi Darlyn, Thank you for your query. If you have any further concern, don't hesitate to contact us here.",Darlyn N.,Xtreme Official,5  months ago,opening
175,may fm radio function po ba ito?,"Hi Jessica, Thank you for your query. Yes, this speaker has an FM Radio feature.",Jessica B.,Xtreme Official,6  months ago,specification inquiry
176,hi po. pwede po ba ito ikabit sa TV prang sa videoke po?what can you recommend sir if di po ito pwede?,"Hi Visitacion, Thank you for your query.  In this case, you can use a stereo mini-jack to RCA adapter cable.",visitacion r.,Xtreme Official,6  months ago,"opening, specification inquiry, product recommendation request"
177,may bluetooth po ba ito?,"Hi Sara, Thank you for your query. This unit doesn't have a Bluetooth feature.",Sara S.,Xtreme Official,8  months ago,"opening, specification inquiry, specification inquiry"
178,hi po pwd po ba kabitan ng amplier,"Hi Carina, Thank you for your query. This is not compatible to any amplifier. For any further concern, don't hesitate  to contact us.",Carina V.,Xtreme Official,8  months ago,"opening, specification inquiry"
179,may mic port po xa?,"Hi Liezel, Thank you for your query. Yes, this speaker has a Microphone port.",Liezel A.,Xtreme Official,9  months ago,specification inquiry
180,Ggana kya sa vivo,this item is suitable for oppo phone only thankyou,Nelda m.,Meicom Trading,1  day ago,specification inquiry
181,kailan PO b uliT mgkakarOon?,hi. are you still interested to avail this item? it's already availble now.,Monnaliza E.,Meicom Trading,1  day ago,availability inquiry
182,gagana po kaya sa LG phone?,Hi Marvin B. basta android gagana yan pero sa apple hindi,Marvin B.,Meicom Trading,4  days ago,specification inquiry
183,pwede po ba cod ?,hi sir  cod process  depending on your location ty,Jaym H.,Meicom Trading,4  months ago,payment method inquiry
184,pano po mag order??,hi maam please click add to cart po ty,Alexa B.,Meicom Trading,4  months ago,process inquiry
185,pano po ma'am mag order??,hi maam please click add to cart po ty,Alexa B.,Meicom Trading,4  months ago,process inquiry
186,"Hi, wanna ask po if I can directly purchase it in your quiapo office? Malapit lang ako dun, mapapamahal pa ko sa delivery eh. May I know yung exact address of your office? Thanks",gaisano tower  sir palanca  st. quiapo manila ty,Charleen J.,Meicom Trading,9  months ago,"opening, process inquiry, contact details inquiry, thanking, contact details inquiry"
